match_no,Bowler,team,over,run,wicket,No_ball,ECO
1,Mohammed Shami,Gujarat Titans,4.0,29,2,1,7.3
1,Hardik Pandya,Gujarat Titans,3.0,28,0,0,9.3
1,Joshua Little,Gujarat Titans,4.0,41,1,0,10.3
1,Rashid Khan,Gujarat Titans,4.0,26,2,0,6.5
1,Alzarri Joseph,Gujarat Titans,4.0,33,2,0,8.3
1,Yash Dayal,Gujarat Titans,1.0,14,0,0,14.0
1,Deepak Chahar,Chennai Super Kings,4.0,29,0,0,7.3
1,Tushar Deshpande,Chennai Super Kings,3.2,51,1,1,15.9
1,Rajvardhan Hangargekar,Chennai Super Kings,4.0,36,3,1,9.0
1,Mitchell Santner,Chennai Super Kings,4.0,32,0,0,8.0
1,Ravindra Jadeja,Chennai Super Kings,4.0,28,1,0,7.0
2,Umesh Yadav,Kolkata Knight Riders,4.0,27,1,0,6.8
2,Tim Southee,Kolkata Knight Riders,4.0,54,2,0,13.5
2,Sunil Narine,Kolkata Knight Riders,4.0,40,1,0,10.0
2,Varun Chakaravarthy,Kolkata Knight Riders,4.0,26,1,0,6.5
2,Shardul Thakur,Kolkata Knight Riders,4.0,43,0,1,10.8
2,Sam Curran,Punjab Kings,3.0,38,1,0,12.7
2,Arshdeep Singh,Punjab Kings,3.0,19,3,0,6.3
2,Nathan Ellis,Punjab Kings,3.0,27,1,2,9.0
2,Sikandar Raza,Punjab Kings,3.0,25,1,0,8.3
2,Rishi Dhawan,Punjab Kings,1.0,15,0,0,15.0
2,Rahul Chahar,Punjab Kings,2.0,12,1,0,6.0
2,Harpreet Brar,Punjab Kings,1.0,7,0,0,7.0
3,Kyle Mayers,Lucknow Super Giants,1.0,7,0,0,7.0
3,Jaydev Unadkat,Lucknow Super Giants,3.0,39,0,0,13.0
3,Krishnappa Gowtham,Lucknow Super Giants,4.0,23,0,0,5.8
3,Avesh Khan,Lucknow Super Giants,4.0,29,2,0,7.3
3,Mark Wood,Lucknow Super Giants,4.0,14,5,1,3.5
3,Ravi Bishnoi,Lucknow Super Giants,4.0,31,2,0,7.8
3,Khaleel Ahmed,Delhi Capitals,4.0,30,2,0,7.5
3,Mukesh Kumar,Delhi Capitals,4.0,34,0,0,8.5
3,Chetan Sakariya,Delhi Capitals,4.0,53,2,0,13.3
3,Axar Patel,Delhi Capitals,4.0,38,1,0,9.5
3,Kuldeep Yadav,Delhi Capitals,4.0,35,1,0,8.8
4,Bhuvneshwar Kumar,Sunrisers Hyderabad,3.0,36,0,0,12.0
4,Fazalhaq Farooqi,Sunrisers Hyderabad,4.0,41,2,0,10.3
4,Washington Sundar,Sunrisers Hyderabad,3.0,32,0,0,10.7
4,T Natarajan,Sunrisers Hyderabad,3.0,23,2,0,7.7
4,Adil Rashid,Sunrisers Hyderabad,4.0,33,0,0,8.3
4,Umran Malik,Sunrisers Hyderabad,3.0,32,1,0,10.7
4,Trent Boult,Rajasthan Royals,4.0,21,2,0,5.3
4,KM Asif,Rajasthan Royals,3.0,15,0,0,5.0
4,Jason Holder,Rajasthan Royals,3.0,16,1,0,5.3
4,Ravichandran Ashwin,Rajasthan Royals,4.0,27,1,0,6.8
4,Yuzvendra Chahal,Rajasthan Royals,4.0,17,4,0,4.3
4,Navdeep Saini,Rajasthan Royals,2.0,34,0,3,17.0
5,Mohammed Siraj,Royal Challengers Bangalore,4.0,21,1,0,5.3
5,Reece Topley,Royal Challengers Bangalore,2.0,14,1,0,7.0
5,Akash Deep,Royal Challengers Bangalore,3.0,29,1,0,9.7
5,Harshal Patel,Royal Challengers Bangalore,4.0,43,1,1,10.8
5,Karn Sharma,Royal Challengers Bangalore,4.0,32,2,0,8.0
5,Michael Bracewell,Royal Challengers Bangalore,2.0,16,1,0,8.0
5,Glenn Maxwell,Royal Challengers Bangalore,1.0,16,1,0,16.0
5,Jason Behrendorff,Mumbai Indians,3.0,37,0,0,12.3
5,Arshad Khan,Mumbai Indians,2.2,28,1,0,12.7
5,Jofra Archer,Mumbai Indians,4.0,33,0,0,8.3
5,Piyush Chawla,Mumbai Indians,4.0,26,0,0,6.5
5,Cameron Green,Mumbai Indians,2.0,30,1,0,15.0
5,Hrithik Shokeen,Mumbai Indians,1.0,17,0,0,17.0
6,Kyle Mayers,Lucknow Super Giants,2.0,16,0,0,8.0
6,Avesh Khan,Lucknow Super Giants,3.0,39,1,0,13.0
6,Krunal Pandya,Lucknow Super Giants,2.0,21,0,0,10.5
6,Krishnappa Gowtham,Lucknow Super Giants,1.0,20,0,0,20.0
6,Mark Wood,Lucknow Super Giants,4.0,49,3,0,12.3
6,Yash Thakur,Lucknow Super Giants,4.0,36,0,1,9.0
6,Ravi Bishnoi,Lucknow Super Giants,4.0,28,3,0,7.0
6,Deepak Chahar,Chennai Super Kings,4.0,55,0,0,13.8
6,Ben Stokes,Chennai Super Kings,1.0,18,0,0,18.0
6,Tushar Deshpande,Chennai Super Kings,4.0,45,2,3,11.3
6,Moeen Ali,Chennai Super Kings,4.0,26,4,0,6.5
6,Mitchell Santner,Chennai Super Kings,4.0,21,1,0,5.3
6,RS Hangargekar,Chennai Super Kings,2.0,24,0,0,12.0
6,Ravindra Jadeja,Chennai Super Kings,1.0,14,0,0,14.0
7,Khaleel Ahmed,Delhi Capitals,4.0,38,1,0,9.5
7,Mukesh Kumar,Delhi Capitals,4.0,42,0,0,10.5
7,Anrich Nortje,Delhi Capitals,4.0,39,2,2,9.8
7,Mitchell Marsh,Delhi Capitals,3.1,24,1,1,7.7
7,Kuldeep Yadav,Delhi Capitals,3.0,18,0,0,6.0
7,Mohammed Shami,Gujarat Titans,4.0,41,3,0,10.3
7,Joshua Little,Gujarat Titans,4.0,27,0,0,6.8
7,Hardik Pandya,Gujarat Titans,3.0,18,0,0,6.0
7,Alzarri Joseph,Gujarat Titans,4.0,29,2,0,7.3
7,Yash Dayal,Gujarat Titans,1.0,12,0,0,12.0
7,Rashid Khan,Gujarat Titans,4.0,31,3,0,7.8
8,Sam Curran,Punjab Kings,4.0,44,0,0,11.0
8,Arshdeep Singh,Punjab Kings,4.0,47,2,0,11.8
8,Harpreet Brar,Punjab Kings,2.0,15,0,0,7.5
8,Nathan Ellis,Punjab Kings,4.0,30,4,0,7.5
8,Rahul Chahar,Punjab Kings,4.0,31,0,0,7.8
8,Sikandar Raza,Punjab Kings,2.0,24,0,0,12.0
8,Trent Boult,Rajasthan Royals,4.0,38,0,0,9.5
8,KM Asif,Rajasthan Royals,4.0,54,0,1,13.5
8,Ravichandran Ashwin,Rajasthan Royals,4.0,25,1,0,6.3
8,Jason Holder,Rajasthan Royals,4.0,29,2,0,7.3
8,Yuzvendra Chahal,Rajasthan Royals,4.0,50,1,0,12.5
9,Mohammed Siraj,Royal Challengers Bangalore,4.0,44,1,1,11.0
9,David Willey,Royal Challengers Bangalore,4.0,16,2,0,4.0
9,Akash Deep,Royal Challengers Bangalore,2.0,30,0,2,15.0
9,Michael Bracewell,Royal Challengers Bangalore,3.0,34,1,0,11.3
9,Shahbaz Ahmed,Royal Challengers Bangalore,1.0,6,0,0,6.0
9,Karn Sharma,Royal Challengers Bangalore,3.0,26,2,0,8.7
9,Harshal Patel,Royal Challengers Bangalore,3.0,38,1,0,12.7
9,Umesh Yadav,Kolkata Knight Riders,2.0,17,0,0,8.5
9,Tim Southee,Kolkata Knight Riders,2.0,25,0,0,12.5
9,Sunil Narine,Kolkata Knight Riders,4.0,16,2,0,4.0
9,Varun Chakaravarthy,Kolkata Knight Riders,3.4,15,4,0,4.4
9,Suyash Sharma,Kolkata Knight Riders,4.0,30,3,0,7.5
9,Shardul Thakur,Kolkata Knight Riders,2.0,15,1,0,7.5
10,Kyle Mayers,Lucknow Super Giants,1.0,5,0,0,5.0
10,Jaydev Unadkat,Lucknow Super Giants,3.0,26,0,0,8.7
10,Krunal Pandya,Lucknow Super Giants,4.0,18,3,0,4.5
10,Yash Thakur,Lucknow Super Giants,3.0,24,1,0,8.0
10,Ravi Bishnoi,Lucknow Super Giants,4.0,16,1,0,4.0
10,Deepak Hooda,Lucknow Super Giants,1.0,8,0,0,8.0
10,Amit Mishra,Lucknow Super Giants,4.0,23,2,0,5.8
10,Bhuvneshwar Kumar,Sunrisers Hyderabad,2.0,19,1,0,9.5
10,Washington Sundar,Sunrisers Hyderabad,1.0,11,0,0,11.0
10,Fazalhaq Farooqi,Sunrisers Hyderabad,3.0,13,1,0,4.3
10,Aiden Markram,Sunrisers Hyderabad,2.0,14,0,0,7.0
10,Adil Rashid,Sunrisers Hyderabad,3.0,23,2,0,7.7
10,T Natarajan,Sunrisers Hyderabad,3.0,23,0,0,7.7
10,Umran Malik,Sunrisers Hyderabad,2.0,22,1,0,11.0
11,Khaleel Ahmed,Delhi Capitals,2.0,31,0,0,15.5
11,Anrich Nortje,Delhi Capitals,4.0,44,0,0,11.0
11,Mukesh Kumar,Delhi Capitals,4.0,36,2,0,9.0
11,Axar Patel,Delhi Capitals,4.0,38,0,0,9.5
11,Kuldeep Yadav,Delhi Capitals,4.0,31,1,0,7.8
11,Rovman Powell,Delhi Capitals,2.0,18,1,1,9.0
11,Trent Boult,Rajasthan Royals,4.0,29,3,0,7.3
11,Sandeep Sharma,Rajasthan Royals,4.0,20,1,0,5.0
11,Ravichandran Ashwin,Rajasthan Royals,4.0,25,2,0,6.3
11,Jason Holder,Rajasthan Royals,3.0,28,0,0,9.3
11,Yuzvendra Chahal,Rajasthan Royals,4.0,27,3,0,6.8
11,Murugan Ashwin,Rajasthan Royals,1.0,11,0,1,11.0
12,Deepak Chahar,Chennai Super Kings,1.0,10,0,0,10.0
12,Tushar Deshpande,Chennai Super Kings,3.0,31,2,0,10.3
12,Sisanda Magala,Chennai Super Kings,4.0,37,1,0,9.3
12,Mitchell Santner,Chennai Super Kings,4.0,28,2,0,7.0
12,Ravindra Jadeja,Chennai Super Kings,4.0,20,3,0,5.0
12,Dwaine Pretorius,Chennai Super Kings,4.0,28,0,0,7.0
12,Jason Behrendorff,Mumbai Indians,3.0,24,1,0,8.0
12,Arshad Khan,Mumbai Indians,2.1,35,0,0,16.7
12,Cameron Green,Mumbai Indians,3.0,20,0,0,6.7
12,Piyush Chawla,Mumbai Indians,4.0,33,1,0,8.3
12,Kumar Kartikeya,Mumbai Indians,4.0,24,1,0,6.0
12,Hrithik Shokeen,Mumbai Indians,2.0,19,0,0,9.5
13,Mohammed Shami,Gujarat Titans,4.0,28,1,0,7.0
13,Joshua Little,Gujarat Titans,4.0,45,1,0,11.3
13,Alzarri Joseph,Gujarat Titans,4.0,27,2,0,6.8
13,Yash Dayal,Gujarat Titans,4.0,69,0,0,17.3
13,Rashid Khan,Gujarat Titans,4.0,37,3,0,9.3
13,Umesh Yadav,Kolkata Knight Riders,3.0,24,0,0,8.0
13,Shardul Thakur,Kolkata Knight Riders,3.0,40,0,0,13.3
13,Lockie Ferguson,Kolkata Knight Riders,4.0,40,0,1,10.0
13,Sunil Narine,Kolkata Knight Riders,4.0,33,3,0,8.3
13,Varun Chakaravarthy,Kolkata Knight Riders,2.0,27,0,0,13.5
13,Suyash Sharma,Kolkata Knight Riders,4.0,35,1,0,8.8
14,Bhuvneshwar Kumar,Sunrisers Hyderabad,4.0,33,1,0,8.3
14,Marco Jansen,Sunrisers Hyderabad,3.0,16,2,0,5.3
14,T Natarajan,Sunrisers Hyderabad,4.0,40,0,0,10.0
14,Washington Sundar,Sunrisers Hyderabad,1.0,6,0,0,6.0
14,Mayank Markande,Sunrisers Hyderabad,4.0,15,4,0,3.8
14,Umran Malik,Sunrisers Hyderabad,4.0,32,2,0,8.0
14,Sam Curran,Punjab Kings,3.0,14,0,0,4.7
14,Arshdeep Singh,Punjab Kings,3.0,20,1,0,6.7
14,Harpreet Brar,Punjab Kings,3.1,26,0,0,8.4
14,Nathan Ellis,Punjab Kings,3.0,28,0,0,9.3
14,Rahul Chahar,Punjab Kings,3.0,28,1,0,9.3
14,Mohit Rathee,Punjab Kings,2.0,29,0,0,14.5
15,Jaydev Unadkat,Lucknow Super Giants,2.0,27,0,0,13.5
15,Avesh Khan,Lucknow Super Giants,4.0,53,0,0,13.3
15,Krunal Pandya,Lucknow Super Giants,4.0,35,0,0,8.8
15,Mark Wood,Lucknow Super Giants,4.0,32,1,0,8.0
15,Ravi Bishnoi,Lucknow Super Giants,4.0,39,0,0,9.8
15,Amit Mishra,Lucknow Super Giants,2.0,18,1,0,9.0
15,Mohammed Siraj,Royal Challengers Bangalore,4.0,22,3,0,5.5
15,David Willey,Royal Challengers Bangalore,4.0,32,0,0,8.0
15,Wayne Parnell,Royal Challengers Bangalore,4.0,41,3,0,10.3
15,Harshal Patel,Royal Challengers Bangalore,4.0,48,2,0,12.0
15,Karn Sharma,Royal Challengers Bangalore,3.0,48,1,0,16.0
15,Shahbaz Ahmed,Royal Challengers Bangalore,1.0,15,0,0,15.0
16,Jason Behrendorff,Mumbai Indians,3.0,23,3,0,7.7
16,Arshad Khan,Mumbai Indians,1.0,12,0,0,12.0
16,Cameron Green,Mumbai Indians,3.0,30,0,0,10.0
16,Hrithik Shokeen,Mumbai Indians,4.0,43,1,1,10.8
16,Riley Meredith,Mumbai Indians,3.4,34,2,1,10.0
16,Piyush Chawla,Mumbai Indians,4.0,22,3,0,5.5
16,Tilak Varma,Mumbai Indians,1.0,7,0,0,7.0
16,Mukesh Kumar,Delhi Capitals,2.0,30,2,0,15.0
16,Mustafizur Rahman,Delhi Capitals,4.0,38,1,0,9.5
16,Anrich Nortje,Delhi Capitals,4.0,35,0,0,8.8
16,Lalit Yadav,Delhi Capitals,4.0,23,0,0,5.8
16,Axar Patel,Delhi Capitals,4.0,20,0,0,5.0
16,Kuldeep Yadav,Delhi Capitals,2.0,23,0,0,11.5
17,Akash Singh,Chennai Super Kings,4.0,40,2,0,10.0
17,Tushar Deshpande,Chennai Super Kings,4.0,37,2,0,9.3
17,Maheesh Theekshana,Chennai Super Kings,4.0,42,0,0,10.5
17,Ravindra Jadeja,Chennai Super Kings,4.0,21,2,0,5.3
17,Moeen Ali,Chennai Super Kings,2.0,21,1,0,10.5
17,Sisanda Magala,Chennai Super Kings,2.0,14,0,0,7.0
17,Sandeep Sharma,Rajasthan Royals,3.0,30,1,0,10.0
17,Kuldeep Sen,Rajasthan Royals,2.0,8,0,0,4.0
17,Jason Holder,Rajasthan Royals,3.0,37,0,0,12.3
17,Adam Zampa,Rajasthan Royals,4.0,43,1,0,10.8
17,Ravichandran Ashwin,Rajasthan Royals,4.0,25,2,0,6.3
17,Yuzvendra Chahal,Rajasthan Royals,4.0,27,2,0,6.8
18,Mohammed Shami,Gujarat Titans,4.0,44,1,0,11.0
18,Joshua Little,Gujarat Titans,4.0,31,1,0,7.8
18,Alzarri Joseph,Gujarat Titans,4.0,32,1,0,8.0
18,Mohit Sharma,Gujarat Titans,4.0,26,1,0,6.5
18,Rashid Khan,Gujarat Titans,4.0,18,2,0,4.5
18,Arshdeep Singh,Punjab Kings,4.0,33,1,0,8.3
18,Kagiso Rabada,Punjab Kings,4.0,36,1,0,9.0
18,Harpreet Brar,Punjab Kings,4.0,20,1,0,5.0
18,Sam Curran,Punjab Kings,3.5,25,1,0,7.1
18,Rahul Chahar,Punjab Kings,3.0,24,0,0,8.0
18,Matthew Short,Punjab Kings,1.0,8,0,0,8.0
19,Umesh Yadav,Kolkata Knight Riders,3.0,42,0,0,14.0
19,Lockie Ferguson,Kolkata Knight Riders,2.0,37,0,1,18.5
19,Sunil Narine,Kolkata Knight Riders,4.0,28,0,0,7.0
19,Andre Russell,Kolkata Knight Riders,2.1,22,3,0,10.5
19,Varun Chakaravarthy,Kolkata Knight Riders,4.0,41,1,0,10.3
19,Suyash Sharma,Kolkata Knight Riders,4.0,44,0,0,11.0
19,Shardul Thakur,Kolkata Knight Riders,0.5,14,0,0,28.0
19,Bhuvneshwar Kumar,Sunrisers Hyderabad,4.0,29,1,0,7.3
19,Marco Jansen,Sunrisers Hyderabad,4.0,37,2,2,9.3
19,T Natarajan,Sunrisers Hyderabad,4.0,54,1,0,13.5
19,Umran Malik,Sunrisers Hyderabad,2.0,36,1,0,18.0
19,Mayank Markande,Sunrisers Hyderabad,4.0,27,2,0,6.8
19,Washington Sundar,Sunrisers Hyderabad,2.0,20,0,0,10.0
20,Anrich Nortje,Delhi Capitals,4.0,31,0,1,7.8
20,Axar Patel,Delhi Capitals,3.0,25,1,0,8.3
20,Mustafizur Rahman,Delhi Capitals,3.0,41,0,0,13.7
20,Mitchell Marsh,Delhi Capitals,2.0,18,2,0,9.0
20,Lalit Yadav,Delhi Capitals,4.0,29,1,0,7.3
20,Kuldeep Yadav,Delhi Capitals,4.0,23,2,0,5.8
20,Mohammed Siraj,Royal Challengers Bangalore,4.0,23,2,0,5.8
20,Wayne Parnell,Royal Challengers Bangalore,4.0,28,1,0,7.0
20,Vijaykumar Vyshak,Royal Challengers Bangalore,4.0,20,3,0,5.0
20,Shahbaz Ahmed,Royal Challengers Bangalore,1.0,11,0,0,11.0
20,Wanindu Hasaranga,Royal Challengers Bangalore,3.0,37,1,0,12.3
20,Harshal Patel,Royal Challengers Bangalore,4.0,32,1,0,8.0
21,Matthew Short,Punjab Kings,2.0,10,0,0,5.0
21,Arshdeep Singh,Punjab Kings,3.0,22,1,0,7.3
21,Kagiso Rabada,Punjab Kings,4.0,34,2,0,8.5
21,Sam Curran,Punjab Kings,4.0,31,3,0,7.8
21,Harpreet Brar,Punjab Kings,2.0,10,1,0,5.0
21,Sikandar Raza,Punjab Kings,2.0,19,1,1,9.5
21,Rahul Chahar,Punjab Kings,3.0,28,0,0,9.3
21,Yudhvir Singh Charak,Lucknow Super Giants,3.0,19,2,0,6.3
21,Avesh Khan,Lucknow Super Giants,3.0,24,0,0,8.0
21,Mark Wood,Lucknow Super Giants,4.0,35,2,0,8.8
21,Krishnappa Gowtham,Lucknow Super Giants,4.0,31,1,0,7.8
21,Krunal Pandya,Lucknow Super Giants,3.0,32,1,0,10.7
21,Ravi Bishnoi,Lucknow Super Giants,2.3,18,2,0,7.8
22,Arjun Tendulkar,Mumbai Indians,2.0,17,0,0,8.5
22,Cameron Green,Mumbai Indians,2.0,20,1,0,10.0
22,Duan Jansen,Mumbai Indians,4.0,53,1,0,13.3
22,Piyush Chawla,Mumbai Indians,4.0,19,1,0,4.8
22,Hrithik Shokeen,Mumbai Indians,4.0,34,2,0,8.5
22,Riley Meredith,Mumbai Indians,4.0,40,1,0,10.0
22,Umesh Yadav,Kolkata Knight Riders,2.0,19,0,0,9.5
22,Shardul Thakur,Kolkata Knight Riders,2.0,25,1,0,12.5
22,Sunil Narine,Kolkata Knight Riders,3.0,41,0,0,13.7
22,Suyash Sharma,Kolkata Knight Riders,4.0,17,2,0,4.3
22,Varun Chakaravarthy,Kolkata Knight Riders,4.0,38,1,0,9.5
22,Lockie Ferguson,Kolkata Knight Riders,1.4,19,1,0,13.6
22,Andre Russell,Kolkata Knight Riders,1.0,17,0,0,17.0
23,Trent Boult,Rajasthan Royals,4.0,46,1,0,11.5
23,Sandeep Sharma,Rajasthan Royals,4.0,25,2,0,6.3
23,Adam Zampa,Rajasthan Royals,4.0,32,1,0,8.0
23,Ravichandran Ashwin,Rajasthan Royals,4.0,37,0,0,9.3
23,Yuzvendra Chahal,Rajasthan Royals,4.0,36,1,0,9.0
23,Mohammed Shami,Gujarat Titans,4.0,25,3,0,6.3
23,Hardik Pandya,Gujarat Titans,4.0,24,1,0,6.0
23,Alzarri Joseph,Gujarat Titans,3.0,47,0,0,15.7
23,Rashid Khan,Gujarat Titans,4.0,46,2,0,11.5
23,Mohit Sharma,Gujarat Titans,2.0,7,0,0,3.5
23,Noor Ahmad,Gujarat Titans,2.2,29,1,0,13.2
24,Mohammed Siraj,Royal Challengers Bangalore,4.0,30,1,0,7.5
24,Wayne Parnell,Royal Challengers Bangalore,4.0,48,1,0,12.0
24,Vijaykumar Vyshak,Royal Challengers Bangalore,4.0,62,1,0,15.5
24,Glenn Maxwell,Royal Challengers Bangalore,2.4,28,1,0,11.7
24,Wanindu Hasaranga,Royal Challengers Bangalore,2.0,21,1,0,10.5
24,Harshal Patel,Royal Challengers Bangalore,3.2,36,1,2,11.3
24,Akash Singh,Chennai Super Kings,3.0,35,1,0,11.7
24,Tushar Deshpande,Chennai Super Kings,4.0,45,3,0,11.3
24,Maheesh Theekshana,Chennai Super Kings,4.0,41,1,0,10.3
24,Ravindra Jadeja,Chennai Super Kings,4.0,37,0,0,9.3
24,Matheesha Pathirana,Chennai Super Kings,4.0,42,2,0,10.5
24,Moeen Ali,Chennai Super Kings,1.0,13,1,0,13.0
25,Arjun Tendulkar,Mumbai Indians,2.5,18,1,0,7.2
25,Jason Behrendorff,Mumbai Indians,4.0,37,2,0,9.3
25,Riley Meredith,Mumbai Indians,4.0,33,2,0,8.3
25,Hrithik Shokeen,Mumbai Indians,1.0,12,0,0,12.0
25,Piyush Chawla,Mumbai Indians,4.0,43,2,0,10.8
25,Cameron Green,Mumbai Indians,4.0,29,1,0,7.3
25,Bhuvneshwar Kumar,sunrisers Hyderabad,4.0,31,1,0,7.8
25,Marco Jansen,sunrisers Hyderabad,4.0,43,2,0,10.8
25,Washington Sundar,sunrisers Hyderabad,4.0,33,0,0,8.3
25,T Natarajan,sunrisers Hyderabad,4.0,50,1,0,12.5
25,Mayank Markande,sunrisers Hyderabad,4.0,35,0,0,8.8
26,Trent Boult,Rajasthan Royals,4.0,16,1,0,4.0
26,Sandeep Sharma,Rajasthan Royals,4.0,32,1,1,8.0
26,Ravichandran Ashwin,Rajasthan Royals,4.0,23,2,0,5.8
26,Yuzvendra Chahal,Rajasthan Royals,4.0,41,0,0,10.3
26,Jason Holder,Rajasthan Royals,4.0,38,1,0,9.5
26,Naveen-ul-Haq,Lucknow Super Giants,4.0,19,0,0,4.8
26,Yudhvir Singh Charak,Lucknow Super Giants,2.0,27,0,0,13.5
26,Avesh Khan,Lucknow Super Giants,4.0,25,3,0,6.3
26,Marco Jansen,Lucknow Super Giants,4.0,28,2,0,7.0
26,Ravi Bishnoi,Lucknow Super Giants,4.0,25,0,1,6.3
26,Amit Mishra,Lucknow Super Giants,2.0,15,0,0,7.5
27,Mohammed Siraj,Royal Challengers Bangalore,4.0,21,4,0,5.3
27,Wayne Parnell,Royal Challengers Bangalore,3.0,32,1,0,10.7
27,Wanindu Hasaranga,Royal Challengers Bangalore,4.0,39,2,0,9.8
27,Vijaykumar Vyshak,Royal Challengers Bangalore,3.0,29,0,0,9.7
27,Glenn Maxwell,Royal Challengers Bangalore,1.0,5,0,0,5.0
27,Harshal Patel,Royal Challengers Bangalore,3.2,22,1,1,6.9
27,Arshdeep Singh,Punjab Kings,4.0,34,1,0,8.5
27,Harpreet Brar,Punjab Kings,3.0,31,2,0,10.3
27,Nathan Ellis,Punjab Kings,4.0,41,1,0,10.3
27,Sam Curran,Punjab Kings,4.0,27,0,1,6.8
27,Rahul Chahar,Punjab Kings,4.0,24,0,0,6.0
27,Liam Livingstone,Punjab Kings,1.0,9,0,0,9.0
28,Ishant Sharma,Delhi Capitals,4.0,19,2,0,4.8
28,Mukesh Kumar,Delhi Capitals,4.0,34,1,0,8.5
28,Anrich Nortje,Delhi Capitals,4.0,20,2,0,5.0
28,Axar Patel,Delhi Capitals,3.0,13,2,0,4.3
28,Mitchell Marsh,Delhi Capitals,2.0,25,0,0,12.5
28,Kuldeep Yadav,Delhi Capitals,3.0,15,2,0,5.0
28,Umesh Yadav,Kolkata Knight Riders,1.0,6,0,0,6.0
28,Kulwant Khejroliya,Kolkata Knight Riders,1.2,20,0,0,16.7
28,Andre Russell,Kolkata Knight Riders,1.0,12,0,0,12.0
28,Sunil Narine,Kolkata Knight Riders,4.0,36,0,0,9.0
28,Varun Chakaravarthy,Kolkata Knight Riders,4.0,16,2,0,4.0
28,Anukul Roy,Kolkata Knight Riders,4.0,19,2,0,4.8
28,Nitish Rana,Kolkata Knight Riders,4.0,17,2,0,4.3
29,Bhuvneshwar Kumar,sunrisers Hyderabad,2.0,10,0,0,5.0
29,Marco Jansen,sunrisers Hyderabad,3.0,37,0,0,12.3
29,Aiden Markram,sunrisers Hyderabad,1.0,11,0,0,11.0
29,Washington Sundar,sunrisers Hyderabad,2.4,16,0,0,6.7
29,Mayank Markande,sunrisers Hyderabad,4.0,23,2,0,5.8
29,Umran Malik,sunrisers Hyderabad,3.0,18,0,0,6.0
29,Mayank Dagar,sunrisers Hyderabad,3.0,21,0,0,7.0
29,Akash Singh,Chennai Super Kings,3.0,17,1,0,5.7
29,Tushar Deshpande,Chennai Super Kings,3.0,26,0,0,8.7
29,Ravindra Jadeja,Chennai Super Kings,4.0,27,1,0,6.8
29,Maheesh Theekshana,Chennai Super Kings,2.0,18,0,0,9.0
29,Moeen Ali,Chennai Super Kings,4.0,22,3,0,5.5
29,Matheesha Pathirana,Chennai Super Kings,4.0,22,1,0,5.5
30,Naveen-ul-Haq,Lucknow Super Giants,4.0,19,1,0,4.8
30,Krunal Pandya,Lucknow Super Giants,4.0,16,2,0,4.0
30,Avesh Khan,Lucknow Super Giants,3.0,21,0,0,7.0
30,Ravi Bishnoi,Lucknow Super Giants,4.0,49,0,0,12.3
30,Marcus Stoinis,Lucknow Super Giants,3.0,20,2,0,6.7
30,Amit Mishra,Lucknow Super Giants,2.0,9,1,0,4.5
30,Mohammed Shami,Gujarat Titans,3.0,18,0,0,6.0
30,Jayant Yadav,Gujarat Titans,4.0,26,0,0,6.5
30,Rashid Khan,Gujarat Titans,4.0,33,1,0,8.3
30,Mohit Sharma,Gujarat Titans,3.0,17,2,0,5.7
30,Noor Ahmad,Gujarat Titans,4.0,18,2,0,4.5
30,Hardik Pandya,Gujarat Titans,1.0,7,0,0,7.0
30,Rahul Tewatia,Gujarat Titans,1.0,8,0,0,8.0
31,Arjun Tendulkar,Mumbai Indians,3.0,48,1,1,16.0
31,Jason Behrendorff,Mumbai Indians,3.0,41,1,0,13.7
31,Cameron Green,Mumbai Indians,4.0,41,2,0,10.3
31,Jofra Archer,Mumbai Indians,4.0,42,1,0,10.5
31,Piyush Chawla,Mumbai Indians,3.0,15,2,0,5.0
31,Hrithik Shokeen,Mumbai Indians,3.0,24,0,1,8.0
31,Matthew Short,Punjab Kings,1.0,7,0,0,7.0
31,Arshdeep Singh,Punjab Kings,4.0,29,4,0,7.3
31,Harpreet Brar,Punjab Kings,2.0,15,0,0,7.5
31,Sam Curran,Punjab Kings,3.0,41,0,0,13.7
31,Nathan Ellis,Punjab Kings,4.0,44,1,0,11.0
31,Rahul Chahar,Punjab Kings,4.0,42,0,0,10.5
31,Liam Livingstone,Punjab Kings,2.0,13,1,0,6.5
32,Trent Boult,Rajasthan Royals,4.0,41,2,0,10.3
32,Sandeep Sharma,Rajasthan Royals,4.0,49,2,0,12.3
32,Ravichandran Ashwin,Rajasthan Royals,4.0,36,1,0,9.0
32,Yuzvendra Chahal,Rajasthan Royals,4.0,28,1,0,7.0
32,Jason Holder,Rajasthan Royals,4.0,32,0,0,8.0
32,Mohammed Siraj,Royal Challengers Bangalore,4.0,39,1,0,9.8
32,David Willey,Royal Challengers Bangalore,4.0,26,1,0,6.5
32,Vijaykumar Vyshak,Royal Challengers Bangalore,2.0,24,0,0,12.0
32,Glenn Maxwell,Royal Challengers Bangalore,2.0,25,0,0,12.5
32,Harshal Patel,Royal Challengers Bangalore,4.0,32,3,0,8.0
32,Wanindu Hasaranga,Royal Challengers Bangalore,4.0,32,0,0,8.0
33,Umesh Yadav,Kolkata Knight Riders,3.0,35,0,0,11.7
33,David Wiese,Kolkata Knight Riders,3.0,38,0,0,12.7
33,Varun Chakaravarthy,Kolkata Knight Riders,4.0,49,1,0,12.3
