match_no,Batsman,team,Run,Ball,4s,6s,out_by
48,Dhruv Jurel,Rajasthan Royals,9,8,1,0,Noor Ahmad
48,Trent Boult,Rajasthan Royals,15,11,1,1,Mohammed Shami
48,Adam Zampa,Rajasthan Royals,7,9,0,0,Run Out
48,Sandeep Sharma,Rajasthan Royals,2,5,0,0,Not Out
48,Wriddhiman Saha,Gujarat Titans,41,34,5,0,Not Out
48,Shubman Gill,Gujarat Titans,36,35,6,0,Yuzvendra Chahal
48,Hardik Pandya,Gujarat Titans,39,15,3,3,Not Out
49,Cameron Green,Mumbai Indians,6,4,1,0,Tushar Deshpande
49,Ishan Kishan,Mumbai Indians,7,9,1,0,Deepak Chahar
49,Rohit Sharma,Mumbai Indians,0,3,0,0,Deepak Chahar
49,Nehal Wadhera,Mumbai Indians,64,51,8,1,Matheesha Pathirana
49,Suryakumar Yadav,Mumbai Indians,26,22,3,0,Ravindra Jadeja
49,Tristan Stubbs,Mumbai Indians,20,21,2,0,Matheesha Pathirana
49,Tim David,Mumbai Indians,2,4,0,0,Tushar Deshpande
49,Arshad Khan,Mumbai Indians,1,2,0,0,Matheesha Pathirana
49,Jofra Archer,Mumbai Indians,3,2,0,0,Not Out
49,Piyush Chawla,Mumbai Indians,2,2,0,0,Not Out
49,Ruturaj Gaikwad,Chennai Super Kings,30,16,4,2,Piyush Chawla
49,Devon Conway,Chennai Super Kings,44,42,4,0,Akash Madhwal
49,Ajinkya Rahane,Chennai Super Kings,21,17,1,1,Piyush Chawla
49,Ambati Rayudu,Chennai Super Kings,12,11,0,1,Tristan Stubbs
49,Shivam Dube,Chennai Super Kings,26,18,0,3,Not Out
49,MS Dhoni,Chennai Super Kings,2,3,0,0,Not Out
50,David Warner,Delhi Capitals,22,14,3,1,Josh Hazlewood
50,Philip Salt,Delhi Capitals,87,45,8,6,Karn Sharma
50,Mitchell Marsh,Delhi Capitals,26,17,3,1,Harshal Patel
50,Rilee Rossouw,Delhi Capitals,35,22,1,3,Not Out
50,Axar Patel,Delhi Capitals,8,3,0,1,Not Out
50,Virat Kohli,Royal Challengers Bangalore,55,46,5,0,Mukesh Kumar
50,Faf du Plessis,Royal Challengers Bangalore,45,32,5,1,Mitchell Marsh
50,Glenn Maxwell,Royal Challengers Bangalore,0,1,0,0,Mitchell Marsh
50,Mahipal Lomror,Royal Challengers Bangalore,54,29,6,3,Not Out
50,Dinesh Karthik,Royal Challengers Bangalore,11,9,0,1,Khaleel Ahmed
50,Anuj Rawat,Royal Challengers Bangalore,8,3,0,1,Not Out
51,Wriddhiman Saha,Gujarat Titans,81,43,10,4,Avesh Khan
51,Shubman Gill,Gujarat Titans,94,51,2,7,Not Out
51,Hardik Pandya,Gujarat Titans,25,15,1,2,Mohsin Khan
51,David Miller,Gujarat Titans,21,12,2,1,Not Out
51,Kyle Mayers,Lucknow Super Giants,48,32,7,2,Mohit Sharma
51,Quinton de Kock,Lucknow Super Giants,70,41,7,3,Rashid Khan
51,Deepak Hooda,Lucknow Super Giants,11,11,0,0,Mohammed Shami
51,Marcus Stoinis,Lucknow Super Giants,4,9,0,0,Mohit Sharma
51,Nicholas Pooran,Lucknow Super Giants,3,6,0,0,Noor Ahmad
51,Ayush Badoni,Lucknow Super Giants,21,11,1,2,Mohit Sharma
51,Swapnil Singh,Lucknow Super Giants,2,4,0,0,Not Out
51,Krunal Pandya,Lucknow Super Giants,0,1,0,0,Mohit Sharma
51,Ravi Bishnoi,Lucknow Super Giants,4,5,1,0,Not Out
52,Yashasvi Jaiswal,Rajasthan Royals,35,18,5,2,Marco Jansen
52,Jos Buttler,Rajasthan Royals,95,59,10,4,Bhuvneshwar Kumar
52,Sanju Samson,Rajasthan Royals,66,38,4,5,Not Out
52,Shimron Hetmyer,Rajasthan Royals,7,5,0,0,Not Out
52,Anmolpreet Singh,Sunrisers Hyderabad,33,25,4,1,Yuzvendra Chahal
52,Abhishek Sharma,Sunrisers Hyderabad,55,34,5,2,Ravichandran Ashwin
52,Rahul Tripathi,Sunrisers Hyderabad,47,29,2,3,Yuzvendra Chahal
52,Heinrich Klaasen,Sunrisers Hyderabad,26,12,2,2,Yuzvendra Chahal
52,Aiden Markram,Sunrisers Hyderabad,6,5,1,0,Yuzvendra Chahal
52,Glenn Phillips,Sunrisers Hyderabad,25,7,1,3,Kuldip Yadav
52,Abdul Samad,Sunrisers Hyderabad,17,7,0,2,Not Out
52,Marco Jansen,Sunrisers Hyderabad,3,2,0,0,Not Out
53,Prabhsimran Singh,Punjab Kings,12,8,3,0,Harshit Rana
53,Shikhar Dhawan,Punjab Kings,57,47,9,1,Nitish Rana
53,Bhanuka Rajapaksa,Punjab Kings,0,3,0,0,Harshit Rana
53,Liam Livingstone,Punjab Kings,15,9,3,0,Varun Chakaravarthy
53,Jitesh Sharma,Punjab Kings,21,18,0,2,Varun Chakaravarthy
53,Sam Curran,Punjab Kings,4,9,0,0,Suyash Sharma
53,Rishi Dhawan,Punjab Kings,19,11,1,1,Varun Chakaravarthy
53,Shahrukh Khan,Punjab Kings,21,8,3,1,Not Out
53,Harpreet Brar,Punjab Kings,17,9,2,1,Not Out
53,Jason Roy,Kolkata Knight Riders,38,24,8,0,Harpreet Brar
53,Rahmanullah Gurbaz,Kolkata Knight Riders,15,12,1,1,Nathan Ellis
53,Nitish Rana,Kolkata Knight Riders,51,38,6,1,Rahul Chahar
53,Venkatesh Iyer,Kolkata Knight Riders,11,13,0,0,Rahul Chahar
53,Andre Russell,Kolkata Knight Riders,42,23,3,3,Run Out
53,Rinku Singh,Kolkata Knight Riders,21,10,2,1,Not Out
53,Shardul Thakur,Kolkata Knight Riders,0,0,0,0,Not Out
54,Virat Kohli,Royal Challengers Bangalore,1,4,0,0,Jason Behrendorff
54,Faf du Plessis,Royal Challengers Bangalore,65,41,5,3,Cameron Green
54,Anuj Rawat,Royal Challengers Bangalore,6,4,1,0,Jason Behrendorff
54,Glenn Maxwell,Royal Challengers Bangalore,68,33,8,4,Jason Behrendorff
54,Mahipal Lomror,Royal Challengers Bangalore,1,3,0,0,Kumar Kartikeya
54,Dinesh Karthik,Royal Challengers Bangalore,38,18,4,1,Chris Jordan
54,Kedar Jadhav,Royal Challengers Bangalore,12,10,1,0,Not Out
54,Wanindu Hasaranga,Royal Challengers Bangalore,12,8,2,0,Not Out
54,Ishan Kishan,Mumbai Indians,42,21,4,4,Wanindu Hasaranga
54,Rohit Sharma,Mumbai Indians,7,8,1,0,Wanindu Hasaranga
54,Suryakumar Yadav,Mumbai Indians,83,35,7,6,Vijaykumar Vyshak
54,Nehal Wadhera,Mumbai Indians,52,34,4,3,Not Out
54,Tim David,Mumbai Indians,0,1,0,0,Vijaykumar Vyshak
54,Cameron Green,Mumbai Indians,2,2,0,0,Not Out
55,Ruturaj Gaikwad,Chennai Super Kings,24,18,4,0,Axar Patel
55,Devon Conway,Chennai Super Kings,10,13,1,0,Axar Patel
55,Ajinkya Rahane,Chennai Super Kings,21,20,2,0,Lalit Yadav
55,Moeen Ali,Chennai Super Kings,7,12,0,0,Kuldeep Yadav
55,Shivam Dube,Chennai Super Kings,25,12,0,3,Mitchell Marsh
55,Ambati Rayudu,Chennai Super Kings,23,17,1,1,Khaleel Ahmed
55,Ravindra Jadeja,Chennai Super Kings,21,16,1,1,Mitchell Marsh
55,MS Dhoni,Chennai Super Kings,20,9,1,2,Mitchell Marsh
55,Deepak Chahar,Chennai Super Kings,1,2,0,0,Not Out
55,Tushar Deshpande,Chennai Super Kings,0,1,0,0,Not Out
55,David Warner,Delhi Capitals,0,2,0,0,Deepak Chahar
55,Philip Salt,Delhi Capitals,17,11,1,2,Deepak Chahar
55,Mitchell Marsh,Delhi Capitals,5,4,1,0,Run Out
55,Manish Pandey,Delhi Capitals,27,29,1,2,Matheesha Pathirana
55,Rilee Rossouw,Delhi Capitals,35,37,2,1,Ravindra Jadeja
55,Ripal Patel,Delhi Capitals,10,16,0,0,Run Out
55,Axar Patel,Delhi Capitals,21,12,2,1,Matheesha Pathirana
55,Aman Hakim Khan,Delhi Capitals,2,3,0,0,Not Out
55,Lalit Yadav,Delhi Capitals,12,5,3,0,Matheesha Pathirana
55,Kuldeep Yadav,Delhi Capitals,0,1,0,0,Not Out
56,Jason Roy,Kolkata Knight Riders,10,8,2,0,Trent Boult
56,Rahmanullah Gurbaz,Kolkata Knight Riders,18,12,1,2,Trent Boult
56,Venkatesh Iyer,Kolkata Knight Riders,57,42,2,4,Yuzvendra Chahal
56,Nitish Rana,Kolkata Knight Riders,22,17,2,0,Yuzvendra Chahal
56,Andre Russell,Kolkata Knight Riders,10,10,0,1,KM Asif
56,Rinku Singh,Kolkata Knight Riders,16,18,0,1,Yuzvendra Chahal
56,Shardul Thakur,Kolkata Knight Riders,1,2,0,0,Yuzvendra Chahal
56,Anukul Roy,Kolkata Knight Riders,6,6,0,0,Not Out
56,Sunil Narine,Kolkata Knight Riders,6,5,1,0,Sandeep Sharma
56,Yashasvi Jaiswal,Rajasthan Royals,98,47,13,5,Not Out
56,Jos Buttler,Rajasthan Royals,0,3,0,0,Run Out
56,Sanju Samson,Rajasthan Royals,48,29,2,5,Not Out
57,Ishan Kishan,Mumbai Indians,31,20,4,1,Rashid Khan
57,Rohit Sharma,Mumbai Indians,29,18,3,2,Rashid Khan
57,Suryakumar Yadav,Mumbai Indians,103,49,11,6,Not Out
57,Nehal Wadhera,Mumbai Indians,15,7,1,1,Rashid Khan
57,Vishnu Vinod,Mumbai Indians,30,20,2,2,Mohit Sharma
57,Tim David,Mumbai Indians,5,3,1,0,Rashid Khan
57,Cameron Green,Mumbai Indians,3,3,0,0,Not Out
57,Wriddhiman Saha,Gujarat Titans,2,5,0,0,Akash Madhwal
57,Shubman Gill,Gujarat Titans,6,9,0,0,Akash Madhwal
57,Hardik Pandya,Gujarat Titans,4,3,1,0,Jason Behrendorff
57,Vijay Shankar,Gujarat Titans,29,14,6,0,Piyush Chawla
57,David Miller,Gujarat Titans,41,26,4,2,Akash Madhwal
57,Abhinav Manohar,Gujarat Titans,2,3,0,0,Kumar Kartikeya
57,Rahul Tewatia,Gujarat Titans,14,13,1,0,Piyush Chawla
57,Rashid Khan,Gujarat Titans,79,32,3,10,Not Out
57,Noor Ahmad,Gujarat Titans,1,3,0,0,Kumar Kartikeya
57,Alzarri Joseph,Gujarat Titans,7,12,1,0,Not Out
58,Anmolpreet Singh,Sunrisers Hyderabad,36,27,7,0,Amit Mishra
58,Abhishek Sharma,Sunrisers Hyderabad,7,5,1,0,Yudhvir Singh
58,Rahul Tripathi,Sunrisers Hyderabad,20,13,4,0,Yash Thakur
58,Aiden Markram,Sunrisers Hyderabad,28,20,2,1,Krunal Pandya
58,Heinrich Klaasen,Sunrisers Hyderabad,47,29,3,3,Avesh Khan
58,Glenn Phillips,Sunrisers Hyderabad,0,1,0,0,Krunal Pandya
58,Abdul Samad,Sunrisers Hyderabad,37,25,1,4,Not Out
58,Bhuvneshwar Kumar,Sunrisers Hyderabad,2,1,0,0,Not Out
58,Kyle Mayers,Lucknow Super Giants,2,14,0,0,Glenn Phillips
58,Quinton de Kock,Lucknow Super Giants,29,19,3,1,Mayank Markande
58,Prerak Mankad,Lucknow Super Giants,64,45,7,2,Not Out
58,Marcus Stoinis,Lucknow Super Giants,40,25,2,3,Abhishek Sharma
58,Nicholas Pooran,Lucknow Super Giants,44,13,3,4,Not Out
59,Prabhsimran Singh,Punjab Kings,103,65,10,6,Mukesh Kumar
59,Shikhar Dhawan,Punjab Kings,7,5,0,1,Ishant Sharma
59,Liam Livingstone,Punjab Kings,4,5,1,0,Ishant Sharma
59,Jitesh Sharma,Punjab Kings,5,5,1,0,Axar Patel
59,Sam Curran,Punjab Kings,20,24,1,0,Praveen Dubey
59,Harpreet Brar,Punjab Kings,2,5,0,0,Kuldeep Yadav
59,Shahrukh Khan,Punjab Kings,2,4,0,0,Run Out
59,Sikandar Raza,Punjab Kings,11,7,0,1,Not Out
59,Rishi Dhawan,Punjab Kings,0,0,0,0,Not Out
59,David Warner,Delhi Capitals,54,27,10,1,Harpreet Brar
59,Philip Salt,Delhi Capitals,21,17,3,0,Harpreet Brar
59,Mitchell Marsh,Delhi Capitals,3,4,0,0,Rahul Chahar
59,Rilee Rossouw,Delhi Capitals,5,5,1,0,Harpreet Brar
59,Axar Patel,Delhi Capitals,1,2,0,0,Rahul Chahar
59,Manish Pandey,Delhi Capitals,0,3,0,0,Harpreet Brar
59,Aman Hakim Khan,Delhi Capitals,16,18,1,1,Nathan Ellis
59,Praveen Dubey,Delhi Capitals,16,20,2,0,Nathan Ellis
59,Kuldeep Yadav,Delhi Capitals,10,17,0,0,Not Out
59,Mukesh Kumar,Delhi Capitals,6,7,0,0,Not Out
60,Virat Kohli,Royal Challengers Bangalore,18,19,1,0,KM Asif
60,Faf du Plessis,Royal Challengers Bangalore,55,44,3,2,KM Asif
60,Glenn Maxwell,Royal Challengers Bangalore,54,33,5,3,Sandeep Sharma
60,Mahipal Lomror,Royal Challengers Bangalore,1,2,0,0,Adam Zampa
60,Dinesh Karthik,Royal Challengers Bangalore,0,2,0,0,Adam Zampa
60,Michael Bracewell,Royal Challengers Bangalore,9,9,0,0,Not Out
60,Anuj Rawat,Royal Challengers Bangalore,29,11,3,2,Not Out
60,Yashasvi Jaiswal,Rajasthan Royals,0,2,0,0,Mohammed Siraj
60,Jos Buttler,Rajasthan Royals,0,2,0,0,Wayne Parnell
60,Sanju Samson,Rajasthan Royals,4,5,1,0,Wayne Parnell
60,Joe Root,Rajasthan Royals,10,15,1,0,Wayne Parnell
60,Devdutt Padikkal,Rajasthan Royals,4,4,1,0,Michael Bracewell
60,Shimron Hetmyer,Rajasthan Royals,35,19,1,4,Glenn Maxwell
60,Dhruv Jurel,Rajasthan Royals,1,7,0,0,Michael Bracewell
60,Ravichandran Ashwin,Rajasthan Royals,0,0,0,0,Run Out
60,Adam Zampa,Rajasthan Royals,2,6,0,0,Karn Sharma
60,Sandeep Sharma,Rajasthan Royals,0,1,0,0,Not Out
60,KM Asif,Rajasthan Royals,0,2,0,0,Karn Sharma
61,Ruturaj Gaikwad,Chennai Super Kings,17,13,2,0,Varun Chakaravarthy
61,Devon Conway,Chennai Super Kings,30,28,3,0,Shardul Thakur
61,Ajinkya Rahane,Chennai Super Kings,16,11,1,1,Varun Chakaravarthy
61,Ambati Rayudu,Chennai Super Kings,4,7,0,0,Sunil Narine
61,Shivam Dube,Chennai Super Kings,48,34,1,3,Not Out
61,Moeen Ali,Chennai Super Kings,1,2,0,0,Sunil Narine
61,Ravindra Jadeja,Chennai Super Kings,20,24,0,1,Vaibhav Arora
61,MS Dhoni,Chennai Super Kings,2,3,0,0,Not Out
61,Jason Roy,Kolkata Knight Riders,12,15,1,0,Deepak Chahar
61,Rahmanullah Gurbaz,Kolkata Knight Riders,1,4,0,0,Deepak Chahar
61,Venkatesh Iyer,Kolkata Knight Riders,9,4,2,0,Deepak Chahar
61,Nitish Rana,Kolkata Knight Riders,57,44,6,1,Not Out
61,Rinku Singh,Kolkata Knight Riders,54,43,4,3,Run Out
61,Andre Russell,Kolkata Knight Riders,2,2,0,0,Not Out
62,Wriddhiman Saha,Gujarat Titans,0,3,0,0,Bhuvneshwar Kumar
62,Shubman Gill,Gujarat Titans,101,58,13,1,Bhuvneshwar Kumar
62,Sai Sudharsan,Gujarat Titans,47,36,6,1,Marco Jansen
62,Hardik Pandya,Gujarat Titans,8,6,1,0,Bhuvneshwar Kumar
62,David Miller,Gujarat Titans,7,5,1,0,T Natarajan
62,Rahul Tewatia,Gujarat Titans,3,3,0,0,Fazalhaq Farooqi
62,Dasun Shanaka,Gujarat Titans,9,7,1,0,Not Out
62,Rashid Khan,Gujarat Titans,0,1,0,0,Bhuvneshwar Kumar
62,Noor Ahmad,Gujarat Titans,0,1,0,0,Run Out
62,Mohammed Shami,Gujarat Titans,0,1,0,0,Bhuvneshwar Kumar
62,Mohit Sharma,Gujarat Titans,0,1,0,0,Not Out
62,Anmolpreet Singh,Sunrisers Hyderabad,5,4,1,0,Mohammed Shami
62,Abhishek Sharma,Sunrisers Hyderabad,4,5,1,0,Yash Dayal
62,Aiden Markram,Sunrisers Hyderabad,10,10,1,0,Mohammed Shami
62,Rahul Tripathi,Sunrisers Hyderabad,1,2,0,0,Mohammed Shami
62,Heinrich Klaasen,Sunrisers Hyderabad,64,44,4,3,Mohammed Shami
62,Sanvir Singh,Sunrisers Hyderabad,7,6,0,1,Mohit Sharma
62,Abdul Samad,Sunrisers Hyderabad,4,3,1,0,Mohit Sharma
62,Marco Jansen,Sunrisers Hyderabad,3,6,0,0,Mohit Sharma
62,Bhuvneshwar Kumar,Sunrisers Hyderabad,27,26,3,0,Mohit Sharma
62,Mayank Markande,Sunrisers Hyderabad,18,9,2,1,Not Out
62,Fazalhaq Farooqi,Sunrisers Hyderabad,1,5,0,0,Not Out
63,Deepak Hooda,Lucknow Super Giants,5,7,0,0,Jason Behrendorff
63,Quinton de Kock,Lucknow Super Giants,16,15,0,2,Piyush Chawla
63,Prerak Mankad,Lucknow Super Giants,0,1,0,0,Jason Behrendorff
63,Krunal Pandya,Lucknow Super Giants,49,42,1,1,Retd Hurt
63,Marcus Stoinis,Lucknow Super Giants,89,47,4,8,Not Out
63,Nicholas Pooran,Lucknow Super Giants,8,8,1,0,Not Out
63,Ishan Kishan,Mumbai Indians,59,39,8,1,Ravi Bishnoi
63,Rohit Sharma,Mumbai Indians,37,25,1,3,Ravi Bishnoi
63,Suryakumar Yadav,Mumbai Indians,7,9,0,0,Yash Thakur
63,Nehal Wadhera,Mumbai Indians,16,20,2,0,Mohsin Khan
63,Vishnu Vinod,Mumbai Indians,2,4,0,0,Not Out
63,Tim David,Mumbai Indians,32,19,1,3,Yash Thakur
63,Cameron Green,Mumbai Indians,4,6,0,0,Not Out
64,David Warner,Delhi Capitals,46,31,5,2,Sam Curran
64,Prithvi Shaw,Delhi Capitals,54,38,7,1,Sam Curran
64,Rilee Rossouw,Delhi Capitals,82,37,6,6,Not Out
64,Philip Salt,Delhi Capitals,26,14,2,2,Not Out
64,Prabhsimran Singh,Punjab Kings,22,19,4,0,Axar Patel
64,Shikhar Dhawan,Punjab Kings,0,1,0,0,Ishant Sharma
64,Atharva Taide,Punjab Kings,55,42,5,2,Retd Hurt
64,Liam Livingstone,Punjab Kings,94,48,5,9,Ishant Sharma
64,Jitesh Sharma,Punjab Kings,0,3,0,0,Anrich Nortje
64,Shahrukh Khan,Punjab Kings,6,3,0,1,Khaleel Ahmed
64,Sam Curran,Punjab Kings,11,5,1,1,Anrich Nortje
64,Harpreet Brar,Punjab Kings,0,1,0,0,Run Out
64,Rahul Chahar,Punjab Kings,0,0,0,0,Not Out
65,Abhishek Sharma,Sunrisers Hyderabad,11,14,2,0,Michael Bracewell
65,Rahul Tripathi,Sunrisers Hyderabad,15,12,2,1,Michael Bracewell
65,Aiden Markram,Sunrisers Hyderabad,18,20,0,0,Shahbaz Ahmed
65,Heinrich Klaasen,Sunrisers Hyderabad,104,51,8,6,Harshal Patel
65,Harry Brook,Sunrisers Hyderabad,27,19,2,1,Not Out
65,Glenn Phillips,Sunrisers Hyderabad,5,4,1,0,Mohammed Siraj
65,Virat Kohli,Royal Challengers Bangalore,100,63,12,4,Bhuvneshwar Kumar
65,Faf du Plessis,Royal Challengers Bangalore,71,47,7,2,T Natarajan
65,Glenn Maxwell,Royal Challengers Bangalore,5,3,1,0,Not Out
65,Michael Bracewell,Royal Challengers Bangalore,4,4,0,0,Not Out
66,Prabhsimran Singh,Punjab Kings,2,2,0,0,Trent Boult
66,Shikhar Dhawan,Punjab Kings,17,12,2,1,Adam Zampa
66,Atharva Taide,Punjab Kings,19,12,3,1,Navdeep Saini
66,Liam Livingstone,Punjab Kings,9,13,1,0,Navdeep Saini
66,Sam Curran,Punjab Kings,49,31,4,2,Not Out
66,Jitesh Sharma,Punjab Kings,44,28,3,3,Navdeep Saini
66,Shahrukh Khan,Punjab Kings,41,23,4,2,Not Out
66,Yashasvi Jaiswal,Rajasthan Royals,50,36,8,0,Nathan Ellis
66,Jos Buttler,Rajasthan Royals,0,4,0,0,Kagiso Rabada
66,Devdutt Padikkal,Rajasthan Royals,51,30,5,3,Arshdeep Singh
66,Sanju Samson,Rajasthan Royals,2,3,0,0,Rahul Chahar
66,Shimron Hetmyer,Rajasthan Royals,46,28,4,3,Sam Curran
66,Riyan Parag,Rajasthan Royals,20,12,1,2,Kagiso Rabada
66,Dhruv Jurel,Rajasthan Royals,10,4,0,1,Not Out
66,Trent Boult,Rajasthan Royals,1,2,0,0,Not Out
67,Ruturaj Gaikwad,Chennai Super Kings,79,50,3,7,Chetan Sakariya
67,Devon Conway,Chennai Super Kings,87,52,11,3,Anrich Nortje
67,Shivam Dube,Chennai Super Kings,22,9,0,3,Khaleel Ahmed
67,MS Dhoni,Chennai Super Kings,5,4,0,0,Not Out
67,Ravindra Jadeja,Chennai Super Kings,20,7,3,1,Not Out
67,Prithvi Shaw,Delhi Capitals,5,7,1,0,Tushar Deshpande
67,David Warner,Delhi Capitals,86,58,7,5,Matheesha Pathirana
67,Philip Salt,Delhi Capitals,3,6,0,0,Deepak Chahar
67,Rilee Rossouw,Delhi Capitals,0,1,0,0,Deepak Chahar
67,Yash Dhull,Delhi Capitals,13,15,1,0,Ravindra Jadeja
67,Axar Patel,Delhi Capitals,15,8,1,1,Deepak Chahar
67,Aman Hakim Khan,Delhi Capitals,7,9,1,0,Matheesha Pathirana
67,Lalit Yadav,Delhi Capitals,6,12,0,0,Maheesh Theekshana
67,Anrich Nortje,Delhi Capitals,0,1,0,0,Not Out
67,Kuldeep Yadav,Delhi Capitals,0,1,0,0,Maheesh Theekshana
67,Chetan Sakariya,Delhi Capitals,0,2,0,0,Not Out
68,Karan Sharma,Lucknow Super Giants,3,5,0,0,Harshit Rana
68,Quinton de Kock,Lucknow Super Giants,28,27,0,2,Varun Chakaravarthy
68,Prerak Mankad,Lucknow Super Giants,26,20,5,0,Vaibhav Arora
68,Marcus Stoinis,Lucknow Super Giants,0,2,0,0,Vaibhav Arora
68,Krunal Pandya,Lucknow Super Giants,9,8,0,1,Sunil Narine
68,Krunal Pandya,Lucknow Super Giants,25,21,2,1,Sunil Narine
68,Nicholas Pooran,Lucknow Super Giants,58,30,4,5,Shardul Thakur
68,Krishnappa Gowtham,Lucknow Super Giants,11,4,1,1,Not Out
68,Ravi Bishnoi,Lucknow Super Giants,2,2,0,0,Shardul Thakur
68,Naveen-ul-Haq,Lucknow Super Giants,2,3,0,0,Not Out
68,Jason Roy,Kolkata Knight Riders,45,28,7,1,Krunal Pandya
68,Venkatesh Iyer,Kolkata Knight Riders,24,15,3,1,Krishnappa Gowtham
68,Nitish Rana,Kolkata Knight Riders,8,10,1,0,Yash Thakur
68,Rahmanullah Gurbaz,Kolkata Knight Riders,10,15,0,0,Yash Thakur
68,Rinku Singh,Kolkata Knight Riders,67,33,6,4,Not Out
68,Andre Russell,Kolkata Knight Riders,7,9,0,1,Ravi Bishnoi
68,Shardul Thakur,Kolkata Knight Riders,3,7,0,0,Yash Thakur
68,Sunil Narine,Kolkata Knight Riders,1,2,0,0,Run Out
68,Vaibhav Arora,Kolkata Knight Riders,1,1,0,0,Not Out
69,Vivrant Sharma,Sunrisers Hyderabad,69,47,9,2,Akash Madhwal
69,Mayank Agarwal,Sunrisers Hyderabad,83,46,8,4,Akash Madhwal
69,Heinrich Klaasen,Sunrisers Hyderabad,18,13,2,0,Akash Madhwal
69,Glenn Phillips,Sunrisers Hyderabad,1,4,0,0,Chris Jordan
69,Aiden Markram,Sunrisers Hyderabad,13,7,0,1,Not Out
69,Harry Brook,Sunrisers Hyderabad,0,1,0,0,Akash Madhwal
69,Sanvir Singh,Sunrisers Hyderabad,4,3,1,0,Not Out
69,Ishan Kishan,Mumbai Indians,14,12,1,1,Bhuvneshwar Kumar
69,Rohit Sharma,Mumbai Indians,56,37,8,1,Mayank Dagar
69,Cameron Green,Mumbai Indians,100,47,8,8,Not Out
69,Suryakumar Yadav,Mumbai Indians,25,16,4,0,Not Out
70,Virat Kohli,Royal Challengers Bangalore,101,61,13,1,Not Out
70,Faf du Plessis,Royal Challengers Bangalore,28,19,5,0,Noor Ahmad
70,Glenn Maxwell,Royal Challengers Bangalore,11,5,1,1,Rashid Khan
70,Mahipal Lomror,Royal Challengers Bangalore,1,3,0,0,Noor Ahmad
70,Michael Bracewell,Royal Challengers Bangalore,26,16,5,0,Mohammed Shami
70,Dinesh Karthik,Royal Challengers Bangalore,0,1,0,0,Yash Dayal
70,Anuj Rawat,Royal Challengers Bangalore,23,15,1,1,Not Out
70,Wriddhiman Saha,Gujarat Titans,12,14,2,0,Mohammed Siraj
70,Shubman Gill,Gujarat Titans,104,52,5,8,Not Out
70,Vijay Shankar,Gujarat Titans,53,35,7,2,Vijaykumar Vyshak
70,Dasun Shanaka,Gujarat Titans,0,3,0,0,Harshal Patel
70,David Miller,Gujarat Titans,6,7,1,0,Mohammed Siraj
70,Rahul Tewatia,Gujarat Titans,4,5,0,0,Not Out
